,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,JL,JL,JL,JL,JL,JL,JL,JL,JL,JL,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,,,,
2021-01-08,608,381.305,346067,167561,166964,284599,508,2,76.696,78,43871,370.992,342034,167524,169337,133729,682,4,66.826,81,57241,361.309,293103,135862,143151,272445,486,4,71.62,76,77306,366.656,394532,186225,194990,148485,864,9,45.542,67,40.27989,7.41788,0,0.02645,0.01816,0.00358,0.43863,-14.9,-18.6,-10.7,0,44,2.5,3,0.833333333,4,0.76,0.822,0.704,0.48
2021-01-09,21,391.184,346067,167561,166964,184484,514,6,76.696,78,110709,373.117,342034,167524,169337,91741,689,7,66.826,81,5305457.25,344.209,293103,135862,143151,140202,487,1,71.62,76,1012,383.625,394532,186225,194990,92057,868,4,45.542,67,39.30824,6.78703,0,0.01802,0.01541,0.00237,0.43951,-12.2,-16.6,-7.5,0,46.3,2.5,3,0.833333333,4,0.904,0.944,0.778,0.568
2021-01-10,31,391.928,346067,167561,166964,129913,521,7,76.696,78,97578,373.35,342034,167524,169337,64912,694,5,66.826,81,94309.66667,340.347,293103,135862,143151,96098,490,3,71.62,76,8335783.25,388.264,394532,186225,194990,60167,875,7,45.542,67,52.24421,8.33152,0,0.01839,0.01308,0.00232,0.60716,-7.7,-12.8,-2.7,0,54.4,2.5,3,0.833333333,4,1.004,1,0.924,0.662
2021-01-11,38,379.491,346067,167561,166964,286326,526,5,76.696,78,128112.3333,373.249,342034,167524,169337,148963,707,13,66.826,81,124651,361.163,293103,135862,143151,274159,494,4,71.62,76,11360985.25,365.57,394532,186225,194990,152759,881,6,45.542,67,57.45051,9.12914,0,0.02808,0.01844,0.00437,1.28553,-6.7,-9.6,-4,0,62.1,2.5,3,0.833333333,4,1.816,1.756,1.844,1.184
2021-01-12,3629.5,380.748,346067,167561,166964,306038,528,2,76.696,78,14139016.25,373.787,342034,167524,169337,163584,720,13,66.826,81,3277.5,362.032,293103,135862,143151,297537,501,7,71.62,76,162253.3333,363.132,394532,186225,194990,165408,892,11,45.542,67,51.21456,7.89645,0,0.02728,0.01704,0.00256,2.25333,-3.9,-9.3,-0.5,2.6,79.5,2.5,3,0.833333333,4,1.202,1.134,1.156,0.64
2021-01-13,4488.5,380.168,346067,167561,166964,305784,531,3,76.696,78,3397369.333,373.654,342034,167524,169337,158959,726,6,66.826,81,254847027.8,361.682,293103,135862,143151,292341,505,4,71.62,76,3370299,363.73,394532,186225,194990,161750,898,6,45.542,67,48.2416,8.18649,0,0.02798,0.01979,0.00405,5.44889,2,-3,8.3,0,80.3,2.5,3,0.833333333,4,1.852,1.666,1.92,0.996
2021-01-14,249294.3333,380.1,346067,167561,166964,301003,534,3,76.696,78,218922.6667,373.87,342034,167524,169337,166922,735,9,66.826,81,3984.5,361.804,293103,135862,143151,286351,505,0,71.62,76,16671871,361.9,394532,186225,194990,159636,903,5,45.542,67,48.50264,8.30976,0,0.0285,0.01979,0.00358,7.14545,1.7,-3.6,7,0,46.5,2.5,3,0.833333333,4,3.056,2.66,3.17,1.864
2021-01-15,242461,379.787,346067,167561,166964,308318,540,6,76.696,78,219390,371.966,342034,167524,169337,163636,744,9,66.826,81,278889.3333,360.011,293103,135862,143151,287038,507,2,71.62,76,221959,362.593,394532,186225,194990,159892,910,7,45.542,67,42.70176,7.8747,0,0.02533,0.01951,0.00279,5.1223,4.5,-0.7,9.9,0.2,67.4,2.5,3,0.833333333,4,3.136,2.618,2.83,1.736
2021-01-16,2326.5,388.636,346067,167561,166964,211896,544,4,76.696,78,971293171.2,372.676,342034,167524,169337,119373,751,7,66.826,81,161715.6667,341.443,293103,135862,143151,155868,515,8,71.62,76,175417,378.491,394532,186225,194990,103329,917,7,45.542,67,41.75186,8.38227,0,0.01466,0.01327,0.00214,4.11017,-4.9,-8.7,-0.7,0,59.3,2.5,3,0.833333333,4,2.114,1.988,1.82,1.402
2021-01-17,558,391.688,346067,167561,166964,149029,547,3,76.696,78,60606.33333,371.029,342034,167524,169337,75595,764,13,66.826,81,4307955.5,338.266,293103,135862,143151,101478,520,5,71.62,76,710.5,386.829,394532,186225,194990,69302,922,5,45.542,67,52.28772,9.29591,0,0.01555,0.01308,0.00195,1.58446,-5.5,-10.8,-1.3,0,58.5,2.5,3,0.833333333,4,1.644,1.702,1.408,1.142
2021-01-18,2166,380.952,346067,167561,166964,307944,550,3,76.696,78,35,372.405,342034,167524,169337,156970,775,11,66.826,81,10076132.75,361.265,293103,135862,143151,297635,532,12,71.62,76,33,364.586,394532,186225,194990,163768,924,2,45.542,67,54.90537,9.81074,0,0.02873,0.01634,0.00237,1.51684,-3.8,-9.1,0.2,0.3,64.3,2.5,3,0.833333333,4,1.71,1.672,1.742,0.956
2021-01-19,1463,379.584,346067,167561,166964,301455,552,2,76.696,78,90976,371.54,342034,167524,169337,153445,781,6,66.826,81,1419.5,363.433,293103,135862,143151,291153,533,1,71.62,76,68176,362.137,394532,186225,194990,158417,929,5,45.542,67,50.85925,9.62946,0,0.03059,0.02002,0.00339,1.13716,-6.3,-11.6,-0.2,0,37.9,2.5,3,0.833333333,4,2.508,2.366,2.478,1.484
2021-01-20,48,379.771,346067,167561,166964,317694,555,3,76.696,78,8850763,372.272,342034,167524,169337,173415,785,4,66.826,81,14848661.5,364.839,293103,135862,143151,303808,538,5,71.62,76,2669.5,361.056,394532,186225,194990,166082,942,13,45.542,67,47.63976,9.15814,0,0.02957,0.01774,0.004,1.53626,-0.1,-6.6,7.1,0,37.8,2.5,3,0.833333333,4,3.408,3.062,3.276,2.004
2021-01-21,134909.3333,380.325,346067,167561,166964,310304,558,3,76.696,78,2128,372.024,342034,167524,169337,166059,789,4,66.826,81,155048.3333,365.166,293103,135862,143151,298804,548,10,71.62,76,164851,361.185,394532,186225,194990,162527,946,4,45.542,67,46.34906,9.2379,0,0.02794,0.019,0.00367,2.16289,4.5,2.5,7,9.2,64.4,2.5,3,0.833333333,4,1.8,1.378,1.376,0.938
2021-01-22,1374.5,381.386,346067,167561,166964,326946,559,1,76.696,78,2022,371.75,342034,167524,169337,170887,789,0,66.826,81,1723,363.043,293103,135862,143151,304368,551,3,71.62,76,8823433.5,361.44,394532,186225,194990,166842,954,8,45.542,67,43.48488,8.77383,0,0.02482,0.02086,0.00325,3.39697,5.5,4.8,6.6,0.1,92.9,2.5,3,0.833333333,4,3.36,2.908,2.98,1.98
2021-01-23,21953.25,389.852,346067,167561,166964,234422,563,4,76.696,78,5032753,371.192,342034,167524,169337,129000,792,3,66.826,81,37005.33333,344.782,293103,135862,143151,176534,558,7,71.62,76,455,377.218,394532,186225,194990,111278,965,11,45.542,67,38.52512,7.66441,0,0.01592,0.01299,0.00158,2.26553,7.6,4.8,12.2,0,66,2.5,3,0.833333333,4,3.894,3.226,3.716,2.322
2021-01-24,606.5,390.675,346067,167561,166964,173767,564,1,76.696,78,457.5,367.544,342034,167524,169337,87669,803,11,66.826,81,3792802.75,338.837,293103,135862,143151,121312,558,0,71.62,76,23804,383.257,394532,186225,194990,77595,972,7,45.542,67,49.60481,9.36842,0,0.01662,0.01252,0.0019,1.86145,7.3,2.4,13.9,0,63.9,2.5,3,0.833333333,4,4.842,3.694,4.734,2.718
2021-01-25,1109.5,379.938,346067,167561,166964,319982,567,3,76.696,78,57403.33333,371.067,342034,167524,169337,175716,810,7,66.826,81,74074,363.753,293103,135862,143151,305576,559,1,71.62,76,6805679.5,361.885,394532,186225,194990,166545,974,2,45.542,67,54.31803,11.04343,0,0.02607,0.01881,0.00423,1.95789,7.9,3,13.9,0,62,2.5,3,0.833333333,4,5.244,4.354,5.064,2.972
2021-01-26,689058790.2,378.217,346067,167561,166964,314406,568,1,76.696,78,1867,370.27,342034,167524,169337,163635,819,9,66.826,81,137910.3333,365.222,293103,135862,143151,304949,559,0,71.62,76,2216,360.8,394532,186225,194990,164645,976,2,45.542,67,50.07613,10.80414,0,0.02915,0.01788,0.00414,1.84338,5.3,1.7,7.4,1.7,80.4,2.5,3,0.833333333,4,2.346,2.182,2.266,1.584
2021-01-27,1868.5,377.998,346067,167561,166964,329816,571,3,76.696,78,12348358.75,371.212,342034,167524,169337,182250,828,9,66.826,81,8100835.25,364.598,293103,135862,143151,313440,566,7,71.62,76,117911.6667,359.909,394532,186225,194990,170458,981,5,45.542,67,50.39518,9.41918,0,0.02575,0.01797,0.00586,1.7318,1.7,-1.8,6.5,0,47.6,2.5,3,0.833333333,4,4.22,3.588,4.19,2.608
2021-01-28,1719.5,378.68,346067,167561,166964,317056,577,6,76.696,78,10073183,370.596,342034,167524,169337,162692,832,4,66.826,81,134275.3333,363.25,293103,135862,143151,306105,568,2,71.62,76,97676.66667,361.793,394532,186225,194990,165768,984,3,45.542,67,46.53034,8.83909,0,0.02887,0.01792,0.00363,1.00914,-2.6,-9.7,1.4,2,52.3,2.5,3,0.833333333,4,2.214,1.944,2.002,1.336
2021-01-29,80839.66667,379.929,346067,167561,166964,321916,579,2,76.696,78,1014,369.567,342034,167524,169337,160320,836,4,66.826,81,97573.33333,362.748,293103,135862,143151,301496,569,1,71.62,76,1460.5,362.607,394532,186225,194990,163415,987,3,45.542,67,39.46051,8.11398,0,0.0257,0.01699,0.00349,0.74161,-8.8,-11.6,-4.9,0,40,2.5,3,0.833333333,4,2.332,2.174,1.982,1.426
2021-01-30,12358835.75,389.045,346067,167561,166964,235389,581,2,76.696,78,151350,371.025,342034,167524,169337,129080,842,6,66.826,81,10118563,344.126,293103,135862,143151,178887,582,13,71.62,76,1871.5,378.188,394532,186225,194990,111467,996,9,45.542,67,39.30824,7.86744,0,0.01541,0.0135,0.00186,2.19474,-1.6,-8.1,5.2,0.5,60,2.5,3,0.833333333,4,2.548,2.146,2.244,1.61
2021-01-31,158381.6667,390.137,346067,167561,166964,177127,581,0,76.696,78,2372.5,369.291,342034,167524,169337,93142,847,5,66.826,81,13621390.5,338.204,293103,135862,143151,122996,584,2,71.62,76,174816.3333,385.603,394532,186225,194990,79353,1001,5,45.542,67,47.81379,9.07113,0,0.02887,0.01373,0.00195,2.64819,3.2,-3.8,8.7,0,57,2.5,3,0.833333333,4,3.848,3.012,3.69,2.308
2021-02-01,205553,380.106,345248,167677,166535,324750,582,1,125.5,78,211588.6667,373.049,341756,167854,169139,178961,868,21,97.658,81,202420.3333,363.322,292537,135958,142904,308082,586,2,115.16,76,241489.3333,363.715,393933,186457,194665,169836,1004,3,69.604,67,52.89681,11.1667,0,0.02789,0.0183,0.00498,5.53379,5,-2.3,9.5,0.7,74.5,2.5,3,0.833333333,4,3.898,3.476,3.648,2.306
2021-02-02,7078358.5,379.507,345248,167677,166535,323539,588,6,125.5,78,80976,372.614,341756,167854,169139,171865,882,14,97.658,81,1465.5,363.618,292537,135958,142904,311093,589,3,115.16,76,8080734,361.907,393933,186457,194665,168078,1009,5,69.604,67,47.77753,10.1878,0,0.0291,0.01825,0.00479,2.29873,-5.6,-8.2,-2.4,0,44.1,2.5,3,0.833333333,4,3.124,2.796,2.606,1.708
2021-02-03,94141.33333,379.422,345248,167677,166535,330969,593,5,125.5,78,8820708.25,373.002,341756,167854,169139,182585,897,15,97.658,81,6823457.25,365.33,292537,135958,142904,325621,597,8,115.16,76,101077.6667,361.611,393933,186457,194665,173621,1018,9,69.604,67,47.05967,9.34667,0,0.0318,0.01993,0.00377,1.23361,-3.2,-9.4,1.4,3.4,64.6,2.5,3,0.833333333,4,3.026,2.71,2.672,1.688
2021-02-04,80809,379.979,345248,167677,166535,327320,599,6,125.5,78,74209.33333,372.597,341756,167854,169139,171346,903,6,97.658,81,1162,365.402,292537,135958,142904,324034,600,3,115.16,76,5563081.75,362.432,393933,186457,194665,172829,1037,19,69.604,67,43.9997,8.70132,0,0.03073,0.01723,0.00433,0.95452,-3.6,-7.4,0.7,0.1,50.1,2.5,3,0.833333333,4,2.06,1.82,1.976,1.082
2021-02-05,77507,379.885,345248,167677,166535,336396,604,5,125.5,78,74176,372.95,341756,167854,169139,190329,907,4,97.658,81,74207.66667,364.196,292537,135958,142904,325052,605,5,115.16,76,77475.33333,361.57,393933,186457,194665,174459,1054,17,69.604,67,39.54753,7.70067,0,0.02277,0.01895,0.00335,1.34277,1.4,-4.4,6.7,0,71.8,2.5,3,0.833333333,4,3.858,3.26,3.298,2.224
2021-02-06,1333311373,388.64,345248,167677,166535,237754,607,3,125.5,78,71973.66667,371.931,341756,167854,169139,141608,909,2,97.658,81,218886,345.09,292537,135958,142904,191897,610,5,115.16,77,238654.6667,378.775,393933,186457,194665,117588,1063,9,69.604,67,37.713,8.36052,0,0.01657,0.01383,0.00167,6.22152,6.8,4.3,9.5,0,80.4,2.5,3,0.833333333,4,4.306,3.24,3.734,2.51
2021-02-07,259660.3333,390.916,345248,167677,166535,172533,612,5,125.5,78,242489.6667,370.819,341756,167854,169139,99771,912,3,97.658,81,20701922.25,339.462,292537,135958,142904,131695,614,4,115.16,77,285928,385.747,393933,186457,194665,81168,1065,2,69.604,67,45.25415,9.31041,0,0.01802,0.01485,0.00344,15.84332,3.6,-2.6,7.7,0,67,2.5,3,0.833333333,4,3.552,2.714,3.298,2.25
2021-02-08,87676,380.542,345248,167677,166535,327618,615,3,125.5,78,94244,372.784,341756,167854,169139,184659,915,3,97.658,81,77476.66667,363.769,292537,135958,142904,318356,617,3,115.16,77,6313158.5,361.706,393933,186457,194665,172598,1072,7,69.604,67,45.68196,10.36908,0,0.02682,0.0142,0.0027,2.48617,-3.1,-5.4,0.2,0,43.6,2.5,3,0.833333333,4,3.216,2.852,2.992,1.994
2021-02-09,4805482.25,378.832,345248,167677,166535,335001,617,2,125.5,78,84041,369.781,341756,167854,169139,185877,920,5,97.658,81,90674,362.15,292537,135958,142904,321657,619,2,115.16,77,64041.66667,360.333,393933,186457,194665,173509,1074,2,69.604,67,40.17837,8.83909,0,0.02854,0.02216,0.00214,1.72482,-0.9,-6.1,4.7,0,51.9,2.5,3,0.833333333,4,3.922,3.438,3.558,2.214
2021-02-10,107676.6667,378.09,345248,167677,166535,332163,623,6,125.5,78,8833384.75,365.442,341756,167854,169139,179979,924,4,97.658,81,124377.6667,354.526,292537,135958,142904,305439,622,3,115.16,77,1667,364.985,393933,186457,194665,166917,1085,11,69.604,67,32.00638,7.21485,0,0.02239,0.01737,0.00218,2.7274,3.4,-1.5,7.2,0,75.1,2.5,3,0.833333333,4,4.45,3.6,3.896,2.574
2021-02-11,202518,368.387,345248,167677,166535,149810,628,5,125.5,78,222389.3333,352.856,341756,167854,169139,81607,936,12,97.658,81,3286,322.314,292537,135958,142904,105127,630,8,115.16,77,228821.3333,380.596,393933,186457,194665,71101,1092,7,69.604,67,30.57791,6.86679,0,0.01145,0.01089,0.00125,6.38479,5.5,1.3,10.9,0,71.5,2.5,3,0.833333333,4,3.478,2.842,3.354,2.194
2021-02-12,232562,357.595,345248,167677,166535,108954,635,7,125.5,78,269428.6667,343.636,341756,167854,169139,47555,942,6,97.658,81,3889.5,313.148,292537,135958,142904,72468,637,7,115.16,77,252791.6667,381.923,393933,186457,194665,54793,1097,5,69.604,67,35.48691,7.15684,0,0.01001,0.01136,0.00232,8.85523,6.5,0.6,14,0,60.6,2.5,3,0.833333333,4,3.886,2.738,3.816,2.444
2021-02-13,22949748.25,363.27,345248,167677,166535,177925,642,7,125.5,78,289526.3333,342.399,341756,167854,169139,76317,946,4,97.658,81,242859,315.568,292537,135958,142904,121717,640,3,115.16,77,416461.3333,375.179,393933,186457,194665,80584,1106,9,69.604,67,43.57189,8.78108,0,0.01182,0.01243,0.00321,13.0707,7.6,1,15.9,0,50.6,2.5,3,0.833333333,4,5.274,3.706,5.596,3.07
2021-02-14,4249,381.108,345248,167677,166535,177884,642,0,125.5,78,286625.3333,356.75,341756,167854,169139,77524,950,4,97.658,81,2431035,329.963,292537,135958,142904,120178,646,6,115.16,77,306198.3333,383.538,393933,186457,194665,76614,1116,10,69.604,67,56.85592,10.23131,0,0.01536,0.0149,0.0033,11.61151,9.5,6.4,13.8,0,47.6,2.5,3,0.833333333,4,4.726,3.364,4.158,2.72
2021-02-15,174827,379.038,345248,167677,166535,321617,644,2,125.5,78,2827.5,366.909,341756,167854,169139,160685,954,4,97.658,81,1749703,359.533,292537,135958,142904,303249,648,2,115.16,77,178585,362.985,393933,186457,194665,166756,1117,1,69.604,70,64.75962,11.71053,0,0.02812,0.01811,0.00405,6.43839,1.2,-5.2,8.2,1.4,65.1,2,3,0.666666667,3,3.23,2.772,2.738,1.87
2021-02-16,1111.5,380.092,345248,167677,166535,332156,644,0,125.5,78,661,368.975,341756,167854,169139,163688,961,7,97.658,81,60740.66667,362.621,292537,135958,142904,320201,652,4,115.16,77,70874,360.409,393933,186457,194665,170699,1119,2,69.604,74,53.99173,10.35457,0,0.03176,0.02123,0.00312,1.95599,-5.1,-7,-1.3,1.5,57.9,2,3,0.666666667,3,2.298,1.984,1.868,1.31
2021-02-17,114715,381.028,345248,167677,166535,326001,649,5,125.5,78,2168.5,370.405,341756,167854,169139,158204,970,9,97.658,81,9588385.75,365.073,292537,135958,142904,316092,665,13,115.16,77,134611.6667,359.431,393933,186457,194665,167052,1126,7,69.604,76,51.20005,9.5497,0,0.03157,0.01923,0.0027,1.30141,-8.3,-10.4,-5.2,0,44.1,2,3,0.666666667,3,2.278,2.022,1.912,1.254
2021-02-18,161247,382.302,345248,167677,166535,333279,654,5,125.5,78,1922.5,371.163,341756,167854,169139,162280,972,2,97.658,81,164546.6667,366.198,292537,135958,142904,321199,671,6,115.16,77,148212.3333,358.839,393933,186457,194665,169723,1132,6,69.604,76,48.40838,8.82459,0,0.02812,0.02803,0.00312,1.45318,-5.8,-10.6,-0.4,0,44.9,2,3,0.666666667,3,3.06,2.51,2.608,1.636
2021-02-19,2070,381.736,345248,167677,166535,356647,664,10,125.5,78,141480.6667,370.875,341756,167854,169139,181608,978,6,97.658,81,2170.5,365.531,292537,135958,142904,334804,675,4,115.16,77,10616036.25,358.285,393933,186457,194665,177294,1135,3,69.604,76,40.96874,8.80284,0,0.02677,0.01699,0.00246,2.83912,1.6,-7.1,8.9,0,66.9,2,3,0.666666667,3,4.384,3.514,3.852,2.512
2021-02-20,235391.3333,389.707,345248,167677,166535,270106,672,8,125.5,78,1414337354,369.709,341756,167854,169139,139656,981,3,97.658,81,202788.6667,345.159,292537,135958,142904,205035,679,4,115.16,77,198589.3333,372.953,393933,186457,194665,124927,1135,0,69.604,76,38.88042,7.84569,0,0.01737,0.01471,0.00232,9.43403,8.8,5.5,14.9,0,60.4,2,3,0.666666667,3,6.432,4.582,6.022,3.452
2021-02-21,3829.5,391.519,345248,167677,166535,204212,680,8,125.5,78,3484,367.574,341756,167854,169139,97626,988,7,97.658,81,18939142,340.512,292537,135958,142904,145041,681,2,115.16,77,232489.6667,380.653,393933,186457,194665,89265,1140,5,69.604,76,51.05503,9.20165,0,0.01611,0.01695,0.0019,10.30641,10.8,4.7,17.4,0,66.6,2,3,0.666666667,3,7.858,5.126,7.754,3.878
2021-02-22,2778.5,379.921,345248,167677,166535,345964,687,7,125.5,78,185584.6667,372.112,341756,167854,169139,179431,989,1,97.658,81,13378664.5,363.822,292537,135958,142904,323608,688,7,115.16,77,151717.6667,359.515,393933,186457,194665,175323,1142,2,69.604,76,54.57182,10.5141,0,0.02905,0.01844,0.00298,7.45299,7.8,0.4,12.6,0,58.3,2,3,0.666666667,3,5.648,4.498,5.07,2.95
2021-02-23,191785.3333,379.619,345248,167677,166535,343724,691,4,125.5,78,208216.3333,372.778,341756,167854,169139,176326,991,2,97.658,81,164785.6667,365.699,292537,135958,142904,327408,694,6,115.16,77,2421.5,356.696,393933,186457,194665,176334,1146,4,69.604,76,49.30026,11.08694,0,0.02789,0.01713,0.00344,3.04221,0,-3.1,4.3,0,34,2,3,0.666666667,3,4.544,3.712,4.12,2.566
2021-02-24,45,379.749,345248,167677,166535,347646,704,13,125.5,78,14616389,373.462,341756,167854,169139,178551,993,2,97.658,81,171483.3333,366.545,292537,135958,142904,332496,696,2,115.16,77,141915.6667,356.526,393933,186457,194665,176732,1151,5,69.604,76,44.12297,9.57871,0,0.02598,0.01769,0.00312,2.90189,2.9,-3,10.1,0,33,2,3,0.666666667,3,5.55,4.416,5.074,2.812
2021-02-25,2835,380.305,345248,167677,166535,346596,706,2,125.5,79,165282,372.873,341756,167854,169139,176194,995,2,97.658,81,13129038.75,366.481,292537,135958,142904,333223,698,2,115.16,77,14873789.75,356.879,393933,186457,194665,175850,1155,4,69.604,76,42.9773,8.74483,0,0.02714,0.01676,0.00349,3.69846,4.2,0.7,8.2,0,35.1,2,3,0.666666667,3,5.386,4.548,4.698,2.85
2021-02-26,110981.3333,381.057,345248,167677,166535,370254,717,11,125.5,79,120574.3333,371.459,341756,167854,169139,182714,999,4,97.658,81,111450,365.761,292537,135958,142904,343110,699,1,115.16,77,8845859.75,356.908,393933,186457,194665,180736,1159,4,69.604,76,37.0749,8.43303,0,0.02235,0.01746,0.00167,3.3803,8.2,0.5,15.8,0,35,2,3,0.666666667,3,7.172,5.126,6.546,3.538
2021-02-27,4537929.5,386.876,345248,167677,166535,286650,732,15,125.5,79,860.5,366.73,341756,167854,169139,142423,1012,13,97.658,81,14,342.082,292537,135958,142904,213545,700,1,115.16,77,80605.33333,368.49,393933,186457,194665,127812,1165,6,69.604,76,35.97273,7.43238,0,0.01457,0.01196,0.00186,3.04193,9.5,4.3,16.2,0,48.6,2,3,0.666666667,3,8.086,5.648,7.952,4.438
2021-02-28,70774,384.079,345248,167677,166535,220330,734,2,125.5,79,5535581,364.132,341756,167854,169139,102981,1025,13,97.658,81,8030531,331.959,292537,135958,142904,154864,703,3,115.16,77,83941,371.108,393933,186457,194665,94680,1168,3,69.604,76,41.87513,8.62156,0,0.01615,0.01308,0.00167,2.78347,7.8,3.2,10.8,0,49,2,3,0.666666667,3,6.798,4.644,6.344,3.56
2021-03-01,378704.75,390.194,343392,166638,165747,164368,737,3,219.392,79,60605.33333,376.408,338875,165924,167895,80073,1029,4,172.222,81,54105,342.135,291906,135883,142506,123343,705,2,192.002,77,2294005,381.259,392041,185506,193752,77332,1171,3,120.918,76,52.91857,10.79689,0,0.0182,0.01532,0.00167,0.95559,4.7,0.5,9,67.5,91,2,3,0.666666667,3,0.354,0.322,0.23,0.212
2021-03-02,27003.66667,391.889,343392,166638,165747,346428,745,8,219.392,79,505,385.576,338875,165924,167895,176583,1033,4,172.222,81,33,374.01,291906,135883,142506,332074,709,4,192.002,77,366.3333333,364.816,392041,185506,193752,178124,1172,1,120.918,76,50.11964,12.26887,0,0.03436,0.01718,0.00442,1.29596,2.3,0.2,6.9,0.1,75.9,2,3,0.666666667,3,4.966,4.208,4.636,2.528
2021-03-03,8581010,384.287,343392,166638,165747,351265,755,10,219.392,79,909046807.8,379.853,338875,165924,167895,180716,1037,4,172.222,81,138045.3333,368.511,291906,135883,142506,338714,716,7,192.002,77,1767.5,356.695,392041,185506,193752,180762,1176,4,120.918,76,44.98586,13.00123,0,0.04507,0.01774,0.00512,2.09546,4.4,-1.2,9.9,0,64.4,2,3,0.666666667,3,6.32,5.154,5.646,3.298
2021-03-04,138178.6667,384.608,343392,166638,165747,350335,763,8,219.392,79,151682,378.724,338875,165924,167895,179891,1047,10,172.222,81,11118635.5,368.503,291906,135883,142506,336221,720,4,192.002,77,158147.6667,356.194,392041,185506,193752,178443,1179,3,120.918,76,43.70241,11.92081,0,0.05159,0.01876,0.00624,2.41381,7.2,2.5,13,0,62.4,2,3,0.666666667,3,6.526,5.366,5.822,3.646
2021-03-05,1667.5,385.568,343392,166638,165747,379184,772,9,219.392,79,127714.3333,377.264,338875,165924,167895,190067,1051,4,172.222,81,9593385,368.713,291906,135883,142506,354266,723,3,192.002,77,154812.3333,356.367,392041,185506,193752,186460,1192,13,120.918,76,38.01754,11.41324,0,0.0427,0.01699,0.00484,3.54976,9,3,16.2,0,70.3,2,3,0.666666667,3,8.048,6.098,7.156,4.104
